0.0320518,9.55904e-05
0.0241287,9.75221e-05
0.0193667,9.07565e-05
0.0161887,8.29317e-05
0.013917,7.57162e-05
0.0122125,6.94145e-05
0.0108862,6.39859e-05
0.00982486,5.93111e-05
0.00895632,5.52673e-05
0.00823242,5.17473e-05
0.00761981,4.86626e-05
0.00709467,4.59414e-05
0.00663952,4.35257e-05
0.00624125,4.13686e-05
0.00588982,3.9432e-05
0.00557743,3.76845e-05
0.00529794,3.61004e-05
0.00504639,3.46583e-05
0.00481881,3.33403e-05
0.00461192,3.21314e-05
0.00442304,3.10189e-05
0.00424991,2.99919e-05
0.00409063,2.90411e-05
0.00394362,2.81585e-05
0.00380752,2.73371e-05
0.00368114,2.6571e-05
0.00356349,2.58548e-05
0.0034537,2.5184e-05
0.003351,2.45544e-05
0.00325474,2.39625e-05
0.00316431,2.34051e-05
0.00307922,2.28794e-05
0.00299901,2.23827e-05
0.00292325,2.19128e-05
0.00285161,2.14677e-05
0.00278375,2.10455e-05
0.00271937,2.06446e-05
0.00265823,2.02634e-05
0.00260008,1.99006e-05
0.0025447,1.9555e-05
0.00249192,1.92254e-05
0.00244154,1.89107e-05
0.00239341,1.86101e-05
0.00234738,1.83226e-05
0.00230332,1.80475e-05
0.0022611,1.7784e-05
0.00222062,1.75315e-05
0.00218176,1.72892e-05
0.00214444,1.70567e-05
0.00210856,1.68334e-05
0.00207404,1.66188e-05
0.00204081,1.64125e-05
0.00200879,1.62139e-05
0.00197793,1.60228e-05
0.00194816,1.58387e-05
0.00191942,1.56613e-05
0.00189166,1.54903e-05
0.00186484,1.53253e-05
0.0018389,1.51661e-05
0.0018138,1.50125e-05
0.00178951,1.48641e-05
0.00176599,1.47207e-05
0.00174319,1.45821e-05
0.00172109,1.44481e-05
0.00169966,1.43185e-05
0.00167887,1.41931e-05
0.00165868,1.40718e-05
0.00163908,1.39543e-05
0.00162004,1.38406e-05
0.00160153,1.37304e-05
0.00158353,1.36237e-05
0.00156603,1.35202e-05
0.001549,1.34199e-05
0.00153242,1.33227e-05
0.00151628,1.32285e-05
0.00150056,1.3137e-05
0.00148524,1.30483e-05
0.00147031,1.29623e-05
0.00145576,1.28787e-05
0.00144156,1.27977e-05
0.00142772,1.2719e-05
0.00141421,1.26426e-05
0.00140102,1.25684e-05
0.00138814,1.24964e-05
0.00137556,1.24264e-05
0.00136328,1.23585e-05
0.00135127,1.22925e-05
0.00133954,1.22284e-05
0.00132807,1.21661e-05
0.00131685,1.21056e-05
0.00130588,1.20468e-05
0.00129515,1.19897e-05
0.00128465,1.19342e-05
0.00127437,1.18802e-05
0.00126431,1.18278e-05
0.00125446,1.17769e-05
0.00124481,1.17275e-05
0.00123536,1.16794e-05
0.0012261,1.16327e-05
0.00121703,1.15874e-05
0.00120813,1.15433e-05
0.00119942,1.15005e-05
0.00119087,1.14589e-05
0.00118249,1.14185e-05
0.00117426,1.13793e-05
0.0011662,1.13413e-05
0.00115829,1.13043e-05
0.00115052,1.12684e-05
0.0011429,1.12336e-05
0.00113542,1.11999e-05
0.00112807,1.11671e-05
0.00112086,1.11353e-05
0.00111378,1.11045e-05
0.00110682,1.10746e-05
0.00109998,1.10457e-05
0.00109327,1.10176e-05
0.00108667,1.09904e-05
0.00108018,1.09641e-05
0.00107381,1.09387e-05
0.00106754,1.0914e-05
0.00106138,1.08902e-05
0.00105532,1.08672e-05
0.00104937,1.08449e-05
0.00104351,1.08234e-05
0.00103774,1.08027e-05
0.00103207,1.07826e-05
0.00102649,1.07634e-05
0.001021,1.07448e-05
0.0010156,1.07269e-05
